Comments,HateSpeech
এইবার শাকিব ভাইয়া তার হারানো নুন্টুটা ফিরে পাবে জাতি আশা বাদি ,nonhate
ডাক্তার আপু আপনি একটু লুঙ্গি উলটে দেখেন,nonhate
নির্লজ্জ শালা,hate
দালাল!,hate
কুত্তা তাড়ানোর জন্য লাঠি থাকুক সব স্টুডেন্ট এর হাতে,nonhate
শালা গোল আলু,nonhate
হিজড়া লীগ,hate
একটা ছাত্রলীগ তুমি জাগ্রত জানোয়ার।,hate
সারা বিশ্বের বিস্ময় তুমি জাতির কুলাঙ্গার,hate
ছাত্রলীগ বেজন্মা।,hate
ওতার মারবেল দুইটা কাটিয়া রাখি লাইতো আছিল। নটির পুয়াইত্নে দেশ ধ্বংস করিলাইরা,hate
আমার চোদার লীগ!,hate
সুদানির পোয়া অক্কল.,hate
ছাত্রলীগ যে করে সে হলো মা য়ের কুলাংগার সন্তান,hate
এখন ছাত্রলীগ নামটা শুনলেই কেন জানি মনে হয় পতিতালয়ে জন্ম হওয়া এক গোষ্ঠী লোক ,hate
কুত্তার বাচ্চা ,hate
আমার বালের লীগ শাওয়ার লীগ,hate
কুকুরের মলমূএ থেকে আগত লীগ,hate
তগো ঘরে কি মা বোন নাই কুত্তার বাচ্চা ,hate
মূলত যারা কুত্তার বীর্য থেকে জন্ম তারাই হলো ছাত্রলীগ!,hate
বোকাচোদা কোথাকার,hate
তোগো হেডা খানকির পোলারা,hate
ছাত্রলীগ জারজসন্তান,hate
নির্লজ্জ শাউয়ার পুতেরা,hate
সাওয়া লীগ সব মাদার সোদ,hate
বেজন্মা ,hate
কুত্তার চুদারা কয় কি,hate
ভাত পাইনা খাইতে। কক্সবাজার যায় চুদাইতে।,hate
বেজন্মার বাচ্চা ,hate
বোদার বাংলা ,hate
এক একটা কুওা মরবো আমরা বলবো আলহামদুলিল্লাহ ,hate
হারামি ,hate
শালা তর বোনকে করি ,hate
তোর দেশের মাইরে চুদি,hate
খানকির পোলা এসব,hate
তর মাঙ্গের ভিতরে হামা জয় বাংলা কইয়া কুলাঙ্গারের দল ,hate
খানকির পোলারা সব মনুষ্যত্ব বলতে কিচ্ছু নাই,hate
তোর ছাত্রলীগ এর মায়রে চুদি বাইঞ্চোদ ,hate
এই শহরের বুকে জালাল মান্দারনাতী তগো চোদ্দগুষ্টি দালাল,hate
ছাত্রলীগের মায়রে আমি চুদি এরা সব অযোগ্য এদের মাথায় চুরি করা ছাড়া কোনো চিন্তা নাই,hate
জয় শুয়োরের বাচ্চা।,hate
সাদ্দাম একটা জারজ সন্তান,hate
"তোদের মুখে জয় বাংলা মানায় নারে, কুলাঙ্গারের বাচ্চারা ",hate
চুদনির পুত ভাইটা।,hate
সব মাগির পোলা গুলা ছাত্রলীগ করে,hate
রাজার ওই ছাত্রলীগের খানিকর পোলারা,hate
ছাএলীগ নামক খানকির পুত য়াইত ,hate
তর বিজন্মলীগের মাইরে চুদি তগো বইনেগোরে কুত্তা দিয়া চুদামু খানকির পুলা বেশ্যা মাগির পুলারা,hate
বন্ধ থাকুক লেখাপড়া বন্ধ থাকুক জাতি! আগামীতে দেশ চালাবে মুক্তিযোদ্ধার নাতী!,nonhate
